# date, home, score, away, score
2017-12-23 BAL 23 IND 16
2017-12-23 GB   0 MIN 16
2017-12-24 CIN 26 DET 17
2017-12-24 KC  29 MIA 13
2017-12-24 NE  37 BUF 16
2017-12-24 CHI 20 CLE  3
2017-12-24 CAR 22 TB  19
2017-12-24 NO  23 ATL 13
2017-12-24 NYJ  7 LAC 14
2017-12-24 TEN 23 LA  27
2017-12-24 WAS 27 DEN 11
2017-12-24 SF  44 JAX 33
2017-12-24 DAL 12 SEA 21
2017-12-24 ARI 23 NYG  0
2017-12-25 HOU  6 PIT 34
2017-12-25 PHI 19 OAK 10
2017-12-31 DET 35 GB  11
2017-12-31 IND 22 HOU 13
2017-12-31 MIN 23 CHI 10
2017-12-31 NE  26 NYJ  6
2017-12-31 NYG 18 WAS 10
2017-12-31 PHI  0 DAL  6
2017-12-31 PIT 28 CLE 24
2017-12-31 ATL 22 CAR 10
2017-12-31 SEA 24 ARI 26
2017-12-31 MIA 16 BUF 22
2017-12-31 TB  31 NO  24
2017-12-31 TEN 15 JAX 10
2017-12-31 DEN 24 KC  27
2017-12-31 LAC 30 OAK 10
2017-12-31 LA  13 SF  34
2017-12-31 BAL 27 CIN 31
2018-09-06 PHI 18 ATL 12
2018-09-09 BAL 47 BUF  3
2018-09-09 CLE 21 PIT 21
2018-09-09 IND 23 CIN 34
2018-09-09 MIA 27 TEN 20
2018-09-09 MIN 24 SF  16
2018-09-09 NE  27 HOU 20
2018-09-09 NO  40 TB  48
2018-09-09 NYG 15 JAX 20
2018-09-09 LAC 28 KC  38
2018-09-09 ARI  6 WAS 24
2018-09-09 CAR 16 DAL  8
2018-09-09 DEN 27 SEA 24
2018-09-09 GB  24 CHI 23
2018-09-10 DET 17 NYJ 48
2018-09-10 OAK 13 LA  33
2018-09-13 CIN 34 BAL 23
2018-09-16 ATL 31 CAR 24
2018-09-16 BUF 20 LAC 31
2018-09-16 GB  29 MIN 29
2018-09-16 NO  21 CLE 18
2018-09-16 NYJ 12 MIA 20
2018-09-16 PIT 37 KC  42
2018-09-16 TB  27 PHI 21
2018-09-16 TEN 20 HOU 17
2018-09-16 WAS  9 IND 21
2018-09-16 LA  34 ARI  0
2018-09-16 SF  30 DET 27
2018-09-16 DEN 20 OAK 19
2018-09-16 JAX 31 NE  20
2018-09-16 DAL 20 NYG 13
2018-09-17 CHI 24 SEA 17
2018-09-20 CLE 21 NYJ 17
2018-09-23 ATL 37 NO  43
2018-09-23 BAL 27 DEN 14
2018-09-23 CAR 31 CIN 21
2018-09-23 HOU 22 NYG 27
2018-09-23 JAX  6 TEN  9
2018-09-23 KC  38 SF  27
2018-09-23 MIA 28 OAK 20
2018-09-23 MIN  6 BUF 27
2018-09-23 PHI 20 IND 16
2018-09-23 WAS 31 GB  17
2018-09-23 LA  35 LAC 23
2018-09-23 ARI 14 CHI 16
2018-09-23 SEA 24 DAL 13
2018-09-23 DET 26 NE  10
2018-09-24 TB  27 PIT 30
2018-09-27 LA  38 MIN 31
2018-09-30 JAX 31 NYJ 12
2018-09-30 NE  38 MIA  7
2018-09-30 TEN 26 PHI 23
2018-09-30 ATL 36 CIN 37
2018-09-30 CHI 48 TB  10
2018-09-30 DAL 26 DET 24
2018-09-30 GB  22 BUF  0
2018-09-30 IND 34 HOU 37
2018-09-30 ARI 17 SEA 20
2018-09-30 OAK 45 CLE 42
2018-09-30 LAC 29 SF  27
2018-09-30 NYG 18 NO  33
2018-09-30 PIT 14 BAL 26
2018-10-01 DEN 23 KC  27
2018-10-04 NE  38 IND 24
2018-10-07 BUF 13 TEN 12
2018-10-07 CAR 33 NYG 31
2018-10-07 CIN 27 MIA 17
2018-10-07 CLE 12 BAL  9
2018-10-07 DET 31 GB  23
2018-10-07 KC  30 JAX 14
2018-10-07 NYJ 34 DEN 16
2018-10-07 PIT 41 ATL 17
2018-10-07 LAC 26 OAK 10
2018-10-07 PHI 21 MIN 23
2018-10-07 SF  18 ARI 28
2018-10-07 SEA 31 LA  33
2018-10-07 HOU 19 DAL 16
2018-10-08 NO  43 WAS 19
2018-10-11 NYG 13 PHI 34
2018-10-14 ATL 34 TB  29
2018-10-14 CIN 21 PIT 28
2018-10-14 CLE 14 LAC 38
2018-10-14 HOU 20 BUF 13
2018-10-14 MIA 31 CHI 28
2018-10-14 MIN 27 ARI 17
2018-10-14 NYJ 42 IND 34
2018-10-14 OAK  3 SEA 27
2018-10-14 WAS 23 CAR 17
2018-10-14 DEN 20 LA  23
2018-10-14 DAL 40 JAX  7
2018-10-14 TEN  0 BAL 21
2018-10-14 NE  43 KC  40
2018-10-15 GB  33 SF  30
2018-10-18 ARI 10 DEN 45
2018-10-21 LAC 20 TEN 19
2018-10-21 CHI 31 NE  38
2018-10-21 IND 37 BUF  5
2018-10-21 JAX  7 HOU 20
2018-10-21 MIA 21 DET 32
2018-10-21 NYJ 17 MIN 37
2018-10-21 PHI 17 CAR 21
2018-10-21 TB  26 CLE 23
2018-10-21 BAL 23 NO  24
2018-10-21 WAS 20 DAL 17
2018-10-21 SF  10 LA  39
2018-10-21 KC  45 CIN 10
2018-10-22 ATL 23 NYG 20
2018-10-25 HOU 42 MIA 23
2018-10-28 JAX 18 PHI 24
2018-10-28 CAR 36 BAL 21
2018-10-28 CHI 24 NYJ 10
2018-10-28 CIN 37 TB  34
2018-10-28 DET 14 SEA 28
2018-10-28 KC  30 DEN 23
2018-10-28 NYG 13 WAS 20
2018-10-28 PIT 33 CLE 18
2018-10-28 OAK 28 IND 42
2018-10-28 ARI 18 SF  15
2018-10-28 LA  29 GB  27
2018-10-28 MIN 20 NO  30
2018-10-29 BUF  6 NE  25
2018-11-01 SF  34 OAK  3
2018-11-04 BUF  9 CHI 41
2018-11-04 CAR 42 TB  28
2018-11-04 CLE 21 KC  37
2018-11-04 MIA 13 NYJ  6
2018-11-04 BAL 16 PIT 23
2018-11-04 MIN 24 DET  9
2018-11-04 WAS 14 ATL 38
2018-11-04 DEN 17 HOU 19
2018-11-04 SEA 17 LAC 25
2018-11-04 NO  45 LA  35
2018-11-04 NE  31 GB  17
2018-11-05 DAL 14 TEN 28
2018-11-08 PIT 52 CAR 21
2018-11-11 CIN 14 NO  51
2018-11-11 CLE 28 ATL 16
2018-11-11 IND 29 JAX 26
2018-11-11 CHI 34 DET 22
2018-11-11 KC  26 ARI 14
2018-11-11 NYJ 10 BUF 41
2018-11-11 TB   3 WAS 16
2018-11-11 TEN 34 NE  10
2018-11-11 OAK  6 LAC 20
2018-11-11 GB  31 MIA 12
2018-11-11 LA  36 SEA 31
2018-11-11 PHI 20 DAL 27
2018-11-12 SF  23 NYG 27
2018-11-15 SEA 27 GB  24
2018-11-18 BAL 24 CIN 21
2018-11-18 DET 20 CAR 19
2018-11-18 IND 38 TEN 10
2018-11-18 ATL 19 DAL 22
2018-11-18 NYG 38 TB  35
2018-11-18 WAS 21 HOU 23
2018-11-18 JAX 16 PIT 20
2018-11-18 ARI 21 OAK 23
2018-11-18 LAC 22 DEN 23
2018-11-18 NO  48 PHI  7
2018-11-18 CHI 25 MIN 20
2018-11-19 LA  54 KC  51
2018-11-22 DET 16 CHI 23
2018-11-22 DAL 31 WAS 23
2018-11-22 NO  31 ATL 17
2018-11-25 CIN 20 CLE 35
2018-11-25 CAR 27 SEA 30
2018-11-25 BUF 24 JAX 21
2018-11-25 BAL 34 OAK 17
2018-11-25 NYJ 13 NE  27
2018-11-25 PHI 25 NYG 22
2018-11-25 TB  27 SF   9
2018-11-25 LAC 45 ARI 10
2018-11-25 IND 27 MIA 24
2018-11-25 DEN 24 PIT 17
2018-11-25 MIN 24 GB  17
2018-11-26 HOU 34 TEN 17
2018-11-29 DAL 13 NO  10
2018-12-02 ATL 16 BAL 26
2018-12-02 CIN 10 DEN 24
2018-12-02 DET 16 LA  30
2018-12-02 GB  17 ARI 20
2018-12-02 HOU 29 CLE 13
2018-12-02 JAX  6 IND  0
2018-12-02 MIA 21 BUF 17
2018-12-02 NYG 30 CHI 27
2018-12-02 TB  24 CAR 17
2018-12-02 OAK 33 KC  40
2018-12-02 TEN 26 NYJ 22
2018-12-02 NE  24 MIN 10
2018-12-02 SEA 43 SF  16
2018-12-02 PIT 30 LAC 33
2018-12-03 PHI 28 WAS 13
2018-12-06 TEN 30 JAX  9
2018-12-09 BUF 23 NYJ 27
2018-12-09 CLE 26 CAR 20
2018-12-09 GB  34 ATL 20
2018-12-09 HOU 21 IND 24
2018-12-09 KC  27 BAL 24
2018-12-09 MIA 34 NE  33
2018-12-09 TB  14 NO  28
2018-12-09 WAS 16 NYG 40
2018-12-09 LAC 26 CIN 21
2018-12-09 SF  20 DEN 14
2018-12-09 ARI  3 DET 17
2018-12-09 DAL 29 PHI 23
2018-12-09 OAK 24 PIT 21
2018-12-09 CHI 15 LA   6
2018-12-10 SEA 21 MIN  7
2018-12-13 KC  28 LAC 29
2018-12-15 NYJ 22 HOU 29
2018-12-15 DEN 16 CLE 17
2018-12-16 CHI 24 GB  17
2018-12-16 BUF 14 DET 13
2018-12-16 BAL 20 TB  12
2018-12-16 ATL 40 ARI 14
2018-12-16 CIN 30 OAK 16
2018-12-16 IND 23 DAL  0
2018-12-16 JAX 13 WAS 16
2018-12-16 MIN 41 MIA 17
2018-12-16 NYG  0 TEN 17
2018-12-16 SF  26 SEA 23
2018-12-16 PIT 17 NE  10
2018-12-16 LA  23 PHI 30
2018-12-17 CAR  9 NO  12
2018-12-22 TEN 25 WAS 16
2018-12-22 LAC 10 BAL 22
2018-12-23 CLE 26 CIN 18
2018-12-23 DAL 27 TB  20
2018-12-23 DET  9 MIN 27
2018-12-23 NE  24 BUF 12
2018-12-23 NYJ 38 GB  44
2018-12-23 PHI 32 HOU 30
2018-12-23 CAR 10 ATL 24
2018-12-23 IND 28 NYG 27
2018-12-23 MIA  7 JAX 17
2018-12-23 ARI  9 LA  31
2018-12-23 SF   9 CHI 14
2018-12-23 NO  31 PIT 28
2018-12-23 SEA 38 KC  31
2018-12-24 OAK 27 DEN 14
2018-12-30 GB   0 DET 31
2018-12-30 HOU 20 JAX  3
2018-12-30 NE  38 NYJ  3
2018-12-30 NO  14 CAR 33
2018-12-30 NYG 35 DAL 36
2018-12-30 TB  32 ATL 34
2018-12-30 BUF 42 MIA 17
2018-12-30 BAL 26 CLE 24
2018-12-30 SEA 27 ARI 24
2018-12-30 KC  35 OAK  3
2018-12-30 MIN 10 CHI 24
2018-12-30 PIT 16 CIN 13
2018-12-30 WAS  0 PHI 24
2018-12-30 DEN  9 LAC 23
2018-12-30 LA  48 SF  32
2018-12-30 TEN 17 IND 33
2019-09-05 CHI  3 GB  10
2019-09-08 CAR 27 LA  30
2019-09-08 CLE 13 TEN 43
2019-09-08 JAX 26 KC  40
2019-09-08 MIA 10 BAL 59
2019-09-08 MIN 28 ATL 12
2019-09-08 NYJ 16 BUF 17
2019-09-08 PHI 32 WAS 27
2019-09-08 LAC 30 IND 24
2019-09-08 SEA 21 CIN 20
2019-09-08 ARI 27 DET 27
2019-09-08 DAL 35 NYG 17
2019-09-08 TB  17 SF  31
2019-09-08 NE  33 PIT  3
2019-09-09 NO  30 HOU 28
2019-09-09 OAK 24 DEN 16
2019-09-12 CAR 14 TB  20
2019-09-15 BAL 23 ARI 17
2019-09-15 CIN 17 SF  41
2019-09-15 DET 13 LAC 10
2019-09-15 GB  21 MIN 16
2019-09-15 HOU 13 JAX 12
2019-09-15 MIA  0 NE  43
2019-09-15 NYG 14 BUF 28
2019-09-15 PIT 26 SEA 28
2019-09-15 TEN 17 IND 19
2019-09-15 WAS 21 DAL 31
2019-09-15 OAK 10 KC  28
2019-09-15 DEN 14 CHI 16
2019-09-15 LA  27 NO   9
2019-09-15 ATL 24 PHI 20
2019-09-16 NYJ  3 CLE 23
2019-09-19 JAX 20 TEN  7
2019-09-22 BUF 21 CIN 17
2019-09-22 DAL 31 MIA  6
2019-09-22 GB  27 DEN 16
2019-09-22 IND 27 ATL 24
2019-09-22 KC  33 BAL 28
2019-09-22 MIN 34 OAK 14
2019-09-22 NE  30 NYJ 14
2019-09-22 PHI 24 DET 27
2019-09-22 ARI 20 CAR 38
2019-09-22 TB  31 NYG 32
2019-09-22 LAC 20 HOU 27
2019-09-22 SEA 27 NO  33
2019-09-22 SF  24 PIT 20
2019-09-22 CLE 13 LA  20
2019-09-23 WAS 15 CHI 31
2019-09-26 GB  27 PHI 34
2019-09-29 ATL 10 TEN 24
2019-09-29 BAL 25 CLE 40
2019-09-29 BUF 10 NE  16
2019-09-29 DET 30 KC  34
2019-09-29 HOU 10 CAR 16
2019-09-29 IND 24 OAK 31
2019-09-29 MIA 10 LAC 30
2019-09-29 NYG 24 WAS  3
2019-09-29 ARI 10 SEA 27
2019-09-29 LA  40 TB  55
2019-09-29 CHI 16 MIN  6
2019-09-29 DEN 24 JAX 26
2019-09-29 NO  12 DAL 10
2019-09-30 PIT 27 CIN  3
2019-10-03 SEA 30 LA  29
2019-10-06 CAR 34 JAX 27
2019-10-06 CIN 23 ARI 26
2019-10-06 HOU 53 ATL 32
2019-10-06 NO  31 TB  24
2019-10-06 NYG 10 MIN 28
2019-10-06 OAK 24 CHI 21
2019-10-06 PHI 31 NYJ  6
2019-10-06 PIT 23 BAL 26
2019-10-06 TEN  7 BUF 14
2019-10-06 WAS  7 NE  33
2019-10-06 LAC 13 DEN 20
2019-10-06 DAL 24 GB  34
2019-10-06 KC  13 IND 19
2019-10-07 SF  31 CLE  3
2019-10-10 NE  35 NYG 14
2019-10-13 TB  26 CAR 37
2019-10-13 BAL 23 CIN 17
2019-10-13 CLE 28 SEA 32
2019-10-13 JAX  6 NO  13
2019-10-13 KC  24 HOU 31
2019-10-13 MIA 16 WAS 17
2019-10-13 MIN 38 PHI 20
2019-10-13 ARI 34 ATL 33
2019-10-13 LA   7 SF  20
2019-10-13 DEN 16 TEN  0
2019-10-13 NYJ 24 DAL 22
2019-10-13 LAC 17 PIT 24
2019-10-14 GB  23 DET 22
2019-10-17 DEN  6 KC  30
2019-10-20 BUF 31 MIA 21
2019-10-20 CIN 17 JAX 27
2019-10-20 DET 30 MIN 42
2019-10-20 GB  42 OAK 24
2019-10-20 ATL 10 LA  37
2019-10-20 IND 30 HOU 23
2019-10-20 NYG 21 ARI 27
2019-10-20 WAS  0 SF   9
2019-10-20 TEN 23 LAC 20
2019-10-20 CHI 25 NO  36
2019-10-20 SEA 16 BAL 30
2019-10-20 DAL 37 PHI 10
2019-10-21 NYJ  0 NE  33
2019-10-24 MIN 19 WAS  9
2019-10-27 ATL 20 SEA 27
2019-10-27 BUF 13 PHI 31
2019-10-27 CHI 16 LAC 17
2019-10-27 DET 31 NYG 26
2019-10-27 JAX 29 NYJ 15
2019-10-27 LA  24 CIN 10
2019-10-27 NO  31 ARI  9
2019-10-27 TEN 27 TB  23
2019-10-27 IND 15 DEN 13
2019-10-27 SF  51 CAR 13
2019-10-27 HOU 27 OAK 24
2019-10-27 NE  27 CLE 13
2019-10-27 KC  24 GB  31
2019-10-28 PIT 27 MIA 14
2019-10-31 ARI 25 SF  28
2019-11-03 JAX  3 HOU 26
2019-11-03 BUF 24 WAS  9
2019-11-03 CAR 30 TEN 20
2019-11-03 KC  26 MIN 23
2019-11-03 MIA 26 NYJ 18
2019-11-03 PHI 22 CHI 14
2019-11-03 PIT 26 IND 24
2019-11-03 OAK 31 DET 24
2019-11-03 SEA 40 TB  34
2019-11-03 DEN 24 CLE 19
2019-11-03 LAC 26 GB  11
2019-11-03 BAL 37 NE  20
2019-11-04 NYG 18 DAL 37
2019-11-07 OAK 26 LAC 24
2019-11-10 CIN 13 BAL 49
2019-11-10 CLE 19 BUF 16
2019-11-10 NO   9 ATL 26
2019-11-10 CHI 20 DET 13
2019-11-10 NYJ 34 NYG 27
2019-11-10 TB  30 ARI 27
2019-11-10 TEN 35 KC  32
2019-11-10 IND 12 MIA 16
2019-11-10 GB  24 CAR 16
2019-11-10 PIT 17 LA  12
2019-11-10 DAL 24 MIN 28
2019-11-11 SF  24 SEA 27
2019-11-14 CLE 21 PIT  7
2019-11-17 CAR  3 ATL 29
2019-11-17 DET 27 DAL 35
2019-11-17 IND 33 JAX 13
2019-11-17 MIA 20 BUF 37
2019-11-17 BAL 41 HOU  7
2019-11-17 MIN 27 DEN 23
2019-11-17 TB  17 NO  34
2019-11-17 WAS 17 NYJ 34
2019-11-17 SF  36 ARI 26
2019-11-17 OAK 17 CIN 10
2019-11-17 PHI 10 NE  17
2019-11-17 LA  17 CHI  7
2019-11-18 LAC 17 KC  24
2019-11-21 HOU 20 IND 17
2019-11-24 BUF 20 DEN  3
2019-11-24 CHI 19 NYG 14
2019-11-24 CIN 10 PIT 16
2019-11-24 CLE 41 MIA 24
2019-11-24 ATL 22 TB  35
2019-11-24 NO  34 CAR 31
2019-11-24 NYJ 34 OAK  3
2019-11-24 WAS 19 DET 16
2019-11-24 PHI  9 SEA 17
2019-11-24 TEN 42 JAX 20
2019-11-24 NE  13 DAL  9
2019-11-24 SF  37 GB   8
2019-11-25 LA   6 BAL 45
2019-11-28 DET 20 CHI 24
2019-11-28 DAL 15 BUF 26
2019-11-28 ATL 18 NO  26
2019-12-01 IND 17 TEN 31
2019-12-01 CIN 22 NYJ  6
2019-12-01 CAR 21 WAS 29
2019-12-01 BAL 20 SF  17
2019-12-01 JAX 11 TB  28
2019-12-01 MIA 37 PHI 31
2019-12-01 NYG 13 GB  31
2019-12-01 PIT 20 CLE 13
2019-12-01 ARI  7 LA  34
2019-12-01 KC  40 OAK  9
2019-12-01 DEN 23 LAC 20
2019-12-01 HOU 28 NE  22
2019-12-02 SEA 37 MIN 30
2019-12-05 CHI 31 DAL 24
2019-12-08 ATL 40 CAR 20
2019-12-08 BUF 17 BAL 24
2019-12-08 CLE 27 CIN 19
2019-12-08 GB  20 WAS 15
2019-12-08 HOU 24 DEN 38
2019-12-08 MIN 20 DET  7
2019-12-08 NO  46 SF  48
2019-12-08 NYJ 22 MIA 21
2019-12-08 TB  38 IND 35
2019-12-08 JAX 10 LAC 45
2019-12-08 ARI 17 PIT 23
2019-12-08 NE  16 KC  23
2019-12-08 OAK 21 TEN 42
2019-12-08 LA  28 SEA 12
2019-12-09 PHI 23 NYG 17
2019-12-12 BAL 42 NYJ 21
2019-12-15 CAR 24 SEA 30
2019-12-15 CIN 13 NE  34
2019-12-15 DET 17 TB  38
2019-12-15 GB  21 CHI 13
2019-12-15 KC  23 DEN  3
2019-12-15 NYG 36 MIA 20
2019-12-15 TEN 21 HOU 24
2019-12-15 WAS 27 PHI 37
2019-12-15 ARI 38 CLE 24
2019-12-15 OAK 16 JAX 20
2019-12-15 LAC 10 MIN 39
2019-12-15 DAL 44 LA  21
2019-12-15 SF  22 ATL 29
2019-12-15 PIT 10 BUF 17
2019-12-16 NO  34 IND  7
2019-12-21 TB  20 HOU 23
2019-12-21 NE  24 BUF 17
2019-12-21 SF  34 LA  31
2019-12-22 IND 38 CAR  6
2019-12-22 MIA 38 CIN 35
2019-12-22 NYJ 16 PIT 10
2019-12-22 TEN 28 NO  38
2019-12-22 WAS 35 NYG 41
2019-12-22 CLE 15 BAL 31
2019-12-22 ATL 24 JAX 12
2019-12-22 DEN 27 DET 17
2019-12-22 LAC 17 OAK 24
2019-12-22 PHI 17 DAL  9
2019-12-22 SEA 13 ARI 27
2019-12-22 CHI  3 KC  26
2019-12-23 MIN 10 GB  23
2019-12-29 CAR 10 NO  42
2019-12-29 CIN 33 CLE 23
2019-12-29 DET 20 GB  23
2019-12-29 KC  31 LAC 21
2019-12-29 MIN 19 CHI 21
2019-12-29 NE  24 MIA 27
2019-12-29 TB  22 ATL 28
2019-12-29 BUF  6 NYJ 13
2019-12-29 BAL 28 PIT 10
2019-12-29 DAL 47 WAS 16
2019-12-29 HOU 14 TEN 35
2019-12-29 JAX 38 IND 20
2019-12-29 NYG 17 PHI 34
2019-12-29 DEN 16 OAK 15
2019-12-29 LA  31 ARI 24
2019-12-29 SEA 21 SF  26
2020-09-10 KC  34 HOU 20
2020-09-13 ATL 25 SEA 38
2020-09-13 BAL 38 CLE  6
2020-09-13 BUF 27 NYJ 17
2020-09-13 CAR 30 LV  34
2020-09-13 DET 23 CHI 27
2020-09-13 JAX 27 IND 20
2020-09-13 MIN 34 GB  43
2020-09-13 NE  21 MIA 11
2020-09-13 WAS 27 PHI 17
2020-09-13 CIN 13 LAC 16
2020-09-13 NO  34 TB  23
2020-09-13 SF  20 ARI 24
2020-09-13 LA  20 DAL 17
2020-09-14 NYG 16 PIT 26
2020-09-14 DEN 14 TEN 16
2020-09-17 CLE 35 CIN 30
2020-09-20 CHI 17 NYG 13
2020-09-20 DAL 40 ATL 39
2020-09-20 GB  42 DET 21
2020-09-20 IND 28 MIN 11
2020-09-20 MIA 28 BUF 31
2020-09-20 NYJ 13 SF  31
2020-09-20 PHI 19 LA  37
2020-09-20 PIT 26 DEN 21
2020-09-20 TB  31 CAR 17
2020-09-20 TEN 33 JAX 30
2020-09-20 ARI 30 WAS 15
2020-09-20 HOU 16 BAL 33
2020-09-20 LAC 20 KC  23
2020-09-20 SEA 35 NE  30
2020-09-21 LV  34 NO  24
2020-09-24 JAX 13 MIA 31
2020-09-27 NYG  9 SF  36
2020-09-27 ATL 26 CHI 30
2020-09-27 BUF 35 LA  32
2020-09-27 CLE 34 WAS 20
2020-09-27 MIN 30 TEN 31
2020-09-27 NE  36 LV  20
2020-09-27 PHI 23 CIN 23
2020-09-27 PIT 28 HOU 21
2020-09-27 IND 36 NYJ  7
2020-09-27 LAC 16 CAR 21
2020-09-27 ARI 23 DET 26
2020-09-27 DEN 10 TB  28
2020-09-27 SEA 38 DAL 31
2020-09-27 NO  30 GB  37
2020-09-28 BAL 20 KC  34
2020-10-01 NYJ 28 DEN 37
2020-10-04 CAR 31 ARI 21
2020-10-04 CIN 33 JAX 25
2020-10-04 DAL 38 CLE 49
2020-10-04 DET 29 NO  35
2020-10-04 HOU 23 MIN 31
2020-10-04 MIA 23 SEA 31
2020-10-04 TB  38 LAC 31
2020-10-04 WAS 17 BAL 31
2020-10-04 LA  17 NYG  9
2020-10-04 CHI 11 IND 19
2020-10-04 LV  23 BUF 30
2020-10-04 SF  20 PHI 25
2020-10-05 KC  26 NE  10
2020-10-05 GB  30 ATL 16
2020-10-08 CHI 20 TB  19
2020-10-11 BAL 27 CIN  3
2020-10-11 HOU 30 JAX 14
2020-10-11 KC  32 LV  40
2020-10-11 NYJ 10 ARI 30
2020-10-11 ATL 16 CAR 23
2020-10-11 PIT 38 PHI 29
2020-10-11 WAS 10 LA  30
2020-10-11 SF  17 MIA 43
2020-10-11 CLE 32 IND 23
2020-10-11 DAL 37 NYG 34
2020-10-11 SEA 27 MIN 26
2020-10-12 NO  30 LAC 27
2020-10-13 TEN 42 BUF 16
2020-10-18 CAR 16 CHI 23
2020-10-18 IND 31 CIN 27
2020-10-18 JAX 16 DET 34
2020-10-18 MIN 23 ATL 40
2020-10-18 NYG 20 WAS 19
2020-10-18 PHI 28 BAL 30
2020-10-18 PIT 38 CLE  7
2020-10-18 TEN 42 HOU 36
2020-10-18 NE  12 DEN 18
2020-10-18 MIA 24 NYJ  0
2020-10-18 TB  38 GB  10
2020-10-18 SF  24 LA  16
2020-10-19 BUF 17 KC  26
2020-10-19 DAL 10 ARI 38
2020-10-22 PHI 22 NYG 21
2020-10-25 ATL 22 DET 23
2020-10-25 CIN 34 CLE 37
2020-10-25 HOU 20 GB  35
2020-10-25 NO  27 CAR 24
2020-10-25 WAS 25 DAL  3
2020-10-25 TEN 24 PIT 27
2020-10-25 NYJ 10 BUF 18
2020-10-25 LV  20 TB  45
2020-10-25 LAC 39 JAX 29
2020-10-25 DEN 16 KC  43
2020-10-25 NE   6 SF  33
2020-10-25 ARI 37 SEA 34
2020-10-26 LA  24 CHI 10
2020-10-29 CAR 17 ATL 25
2020-11-01 BUF 24 NE  21
2020-11-01 CIN 31 TEN 20
2020-11-01 CLE  6 LV  16
2020-11-01 DET 21 IND 41
2020-11-01 KC  35 NYJ  9
2020-11-01 MIA 28 LA  17
2020-11-01 BAL 24 PIT 28
2020-11-01 GB  22 MIN 28
2020-11-01 DEN 31 LAC 30
2020-11-01 CHI 23 NO  26
2020-11-01 SEA 37 SF  27
2020-11-01 PHI 23 DAL  9
2020-11-02 NYG 23 TB  25
2020-11-05 SF  17 GB  34
2020-11-08 BUF 44 SEA 34
2020-11-08 IND 10 BAL 24
2020-11-08 JAX 25 HOU 27
2020-11-08 KC  33 CAR 31
2020-11-08 ATL 34 DEN 27
2020-11-08 MIN 34 DET 20
2020-11-08 TEN 24 CHI 17
2020-11-08 WAS 20 NYG 23
2020-11-08 LAC 26 LV  31
2020-11-08 ARI 31 MIA 34
2020-11-08 DAL 19 PIT 24
2020-11-08 TB   3 NO  38
2020-11-09 NYJ 27 NE  30
2020-11-12 TEN 17 IND 34
2020-11-15 CLE 10 HOU  7
2020-11-15 DET 30 WAS 27
2020-11-15 GB  24 JAX 20
2020-11-15 NYG 27 PHI 17
2020-11-15 CAR 23 TB  46
2020-11-15 MIA 29 LAC 21
2020-11-15 ARI 32 BUF 30
2020-11-15 LV  37 DEN 12
2020-11-15 LA  23 SEA 16
2020-11-15 NO  27 SF  13
2020-11-15 PIT 36 CIN 10
2020-11-15 NE  23 BAL 17
2020-11-16 CHI 13 MIN 19
2020-11-19 SEA 28 ARI 21
2020-11-22 CAR 20 DET  0
2020-11-22 CLE 22 PHI 17
2020-11-22 HOU 27 NE  20
2020-11-22 NO  24 ATL  9
2020-11-22 WAS 20 CIN  9
2020-11-22 BAL 24 TEN 30
2020-11-22 JAX  3 PIT 27
2020-11-22 LAC 34 NYJ 28
2020-11-22 DEN 20 MIA 13
2020-11-22 IND 34 GB  31
2020-11-22 MIN 28 DAL 31
2020-11-22 LV  31 KC  35
2020-11-23 TB  24 LA  27
